Main Artist,Genres,Followers,Random Song,Lyrics
ski mask the slump god,hip hop,11356137,Shibuya,"Yeah, let me see your hands to bring you outside in my land I've been with the gangsters, bandanas Hangin' out the window, let it bangFor the right price, he'll do yaThat's my right-hand man We out in Shibuya, outside in Japan Striped sweater on me like Krueger, huh, what's it to ya?Introduce you to my new gun, this Ruger in my pants Yeah, let me see your hands to bring you outside in my land I've been with the gangsters, bandanas Hangin' out thе window, let it bangThese niggas bе on treason, I swear that they switchI just needed a reason, already dug his ditch They say I'm on fire like a nineteenth-century witchNo snow on tha bluff, the wire, they think I'm 50 Cent, uhI've been hittin' stains,vool, you too?Let's be Bonnie, Clyde, fuck ya sayin'?We gon' be like Pablo Esco'We don't need no fuckin' middle man"
wiz khalifa,hip hop,11266000,We Dem Boyz,"Yeah ayy!Yeah ayy!Yeah BoyzYeahHol' up, hol' upHol' up, we dem boyzHol' up, we dem boyzHol' up, hol' up, hol' up, we makin' noise, hol' upHol' up, hol' up, hol' up hol' upHol' up, we dem boyzHol' up, we dem boyzHol' up, hol' up, hol' up, we makin' noise, hol' upHol' up, hol' up, hol' up hol' upHol' up, hol' up, hol' up, pop a bottleHol' up, hol' up, hol' up, if you suck then swallowSmell that marijuana, they gon' followThrowin money on her like she won the lottoPussy must be seriousHol' up, Scared of heights come face your fearsHol' up, hol' upDo it just like Nicki gon' and bend it overSay she never smoked I turned her to a stonerYoung nigga but I'm readyOh, foreign girls call me sexyAnd white girls gimme beckyBut first I gotta roll this joint, baby hol' up"
big sean,hip hop,11230322,I Know,"Mustard on the beat, hoI know you've been goin' through some things, uh-huhI know you don't even love the same, do you, do you?I know you've been runnin' on empty, runnin' on emptyThe way you move it's like you could use a vacationDrink in your hand and the harder you danceI swear right now it look like you on a vacationGotta get away, make it happenWhatever happened just had to happenOn vacation, yeahI know you've been, I know you've beenDancin', dancin', dancin' like you fucking got a reasonDancing like it's something to believe inDancing like it's fuckin' dancing seasonBlame it on the alcohol or blame it on sativaThe harder your heart keep beatingOnly feel bad while you're thinkin'Pop, pop, pop like Pepsi Co. the best we smokePlus the tan look like you flew in from MexicoGo go, let me see how wild it get, bust it wide as it getYou need to be taken care of and pamperedBut just like a pamper, he on that childish shitYeah, I know you've been silencing your phoneUh-huh, I know you've been tryna get alongWhat's up, it's on, no games, we grownI know you feel like sometimesThat y'all don't speak the same languageUh-huh, I know that you just wanna let it goWith all the bitches that you came with"
lil peep,hip hop,11199713,ghost boy,"Leave me alone, just leave me aloneI'm growin' so tired of thisHow do you fight the feelin'?How do you fight the feelin', bitch? She callin' my phone, she callin' my phoneI put it on quiet quick I ain't never gon' answer itI ain't never gon' pick up my phone, girlI'm all on my own, I'm all on my ownI know you ain't high as this Puttin' my mind to shitGive me some time, I be flyin', bitch Breakin' my bones, you breakin' my bonesYou want me to line my wristI ain't gon' do it for youI'm gon' do it for me 'cause it help me forgetI ain't gon' do it for youI'm gon' do it for me 'cause I'm tryna get richI ain't gon' put on no TommyIf I don't got Tommy to put on my bitchI'm doin' my thing now, bitch, I can sing nowSo don't expect all my flows not to switchStep in this bitch, let these hoes feel my dripIf you ain't smokin' on some, I'ma dip "
gorillaz,hip hop,11112009,On Melancholy Hill,"Up on Melancholy Hill, there's a plastic treeAre you here with me?Just looking out on the day of another dreamWhere you can't get what you want, but you can get meSo let's set out to sea, love'Cause you are my medicine when you're close to meWhen you're close to meSo call in the submarines, 'round the world we'll goDoes anybody know her?If we're looking out on the day of another dream?If you can't get what you want, then you come with meUp on Melancholy HillSits the manatee, loveJust looking out for the daywhen you're close to meWhen you're close to meWhen you're close to me..."
usher,hip hop,10961341,Yeah! (feat. Lil Jon & Ludacris),"Peace up, A-Town downYeah Okay Usher, UsherAnd Lil JonYeah-yeah-yeah, yeah, yeah, yeahYeah-yeah-yeah, yeah, yeah, yeah Let's goUp in the club with my homiesTryna get a little V-I, keep it down on the low-key 'Cause you know how it is I seen shorty, she was checkin' up on meFrom the game she was spittin' in my ear, you would think that she know me I decided to chill Conversation got heavy She had me feelin' like she's ready to blowWatch out!Watch out!She was sayin', ""Come get me"" So I got up and followed her to the floorShe said, ""Baby, let's go"" When I told her, I said"
dr. dre,hip hop,10934751,Still D.R.E.,"Yeah, nigga, we're still fuckin' wit' youStill waters run deepStill Snoop Dogg and D.R.E.'99, nigga,guess who's backStill, still doin' that shit, huh, Dre?Oh for sho'YeahCheck me outIt's still Dre Day nigga,AK niggaThough I've grown a lot, can't keep it home a lot'Cause when I frequent the spots that I'm known to rockYou hear the bass from the truck when I'm on the blockLadies they pay homage, but haters say Dre fell offHow? Nigga, my last album wasThe ChronicThey wanna know if he still got itThey say rap's changed, they wanna know how I feel about itDr. Dre is the name, I'm ahead of my gameStill puffin' my leaves, still fuck with the beatsStill not lovin' police Still rock my khakis with a cuff and a crease Still got love for the streets, reppin' 213 Still the beats bang, still doin' my thangSince I left ain't too much changed, still"
snoop dogg,hip hop,10780809,Gin and Juice," Hahaha, I'm serious, niggaOne of y'all niggas got some bad motherfuckin' breath Ayy, baby, ayy, baby Ayy, baby, gimme some bubblegum in this motherfucker or somethin', hahaRide with me to get somethin' to eat, dog, ayy, niggaStudy long, study wrong, niggaWith so much drama in the L-B-CIt's kind of hard bein' Snoop D-O-double-GBut I, somehow, some wayKeep comin' up with funky-ass shit, like, every single dayMay I kick a little something For the Gs and make a few ends As I breeze through? Two in the mornin'And the party's still jumpin' 'cause my mama ain't homeI got bitches in the livin' room gettin' it on, andThey ain't leavin' 'til six in the mornin'So what you wanna do? ShitI got a pocket full of rubbers and my homeboys do tooSo turn off the lights and close the doorsBut  we don't love them hoes So we gon' smoke an ounce to thisGs up, hoes downwhile you motherfuckers bounce to this"
lil mosey,hip hop,10743292,Kamikaze,"Bandkid the fuckin' movement, you know how the fuck we rockin'Ayy, we takin' over 2k18 on my mama, niggaIn the back wit' my niggas, off the Xan, we might act up Come with caution 'cause you know we all strapped up Your bitch she want me 'cause she seen a nigga stacked up But I can't keep her, I just wanna beat her back up Wit' my niggas, off the Xan, we might act up Come with caution 'cause you know we all strapped up Your bitch she want me 'cause she seen a nigga stacked up But I can't keep her, I just wanna beat her back up Now I'm in the 'Rari switchin' lanes Pull up to the strip and they all know my name Now I got this bread and my VV chain swang I was just broke, steady lookin' for some stains And my little brother Midget, free my nigga out the cage Sellin' drugs and I get it out, your bitch, I'm gettin' paid And I'm in a Masi 'cause I crashed the fucking RangeAnd I took your bitch 'cause I'm better than your main "
french montana,hip hop,10649335,No Stylist (feat. Drake),"OohYeah, louderHey, heyI'm in London, got my beat from LondonIced out , no stylist New Chanel, Saint Laurent, Gucci bag Lifestyle , no stylist Louboutin, Jimmy Choo, that’s on you Diamonds on my neck, frozen tears Hoppin' out the jet, Lears Bad bitches gettin' wet, hereYes, don’t call me 'til the checks clear LouderFuck they talkin' 'bout?Fast talk, runnin' lapsNah, I'm not playin' that shitFrench Vanilla sippin' onLear jets pickin’ upHong Kong, Morocco, I’m hereNo stylistAnd I ain't playin’ with these bitches, they childish Yeah, look around, they quietShe said I ain't got no heart, bitch, find it"
polo g,hip hop,10515354,Neva Cared,"Before I put it in, I smack her ass Pull out my iFeezy, hit record, turn on the flash We gon' make a movie like Ray J and Kim Kardash' Put her on the block list, that's if that pussy trash I'm Polo G, stressing who? It ain't a bitch that I can't smash Prolly fucked her too, it ain't a bitch that I ain't had Man, this shit is nothing, you the type to hit and bragRun yo' mouth too much, I'm starting to think you niggas fags Hard for me to slow down, I got used to living fastBitch, I love the gang, on granny, I'lla give them boys my last Only be with shootas, you can't hang if you won't blastPlease don't try me like DeJ Loaf, I put them killers on yo' ass Always shouting out my block 'cause, bitch, that’s where I startedAhead of my class, yeah, I always been the smartest Ain't no competition even though they try they hardestI know they be hating, but I'm in my bag regardless Give this shit a year or two, let's see who get the farthestDon't play in these streets before you turn into a target You could think you crazy, but my shorties get retardedIf I call up CCB, they scoring like they can't be guarded, bitchThat AR be shooting, I call it G-Unit 'cause you know that bitch stay with .50Hair-trigger, just tap it, don't pull it, ain't saving no bullets, I shoot 'til it's emptyLike a yoga trainer, we be stretching shitWe come through with the TEC's, sendin' messagesAin't no talk it out, police chalk him out, only way that we think we can settle shitHad to cancel my old bitch, she was choosing, I ain't tripping, I'on miss her 'cause a thot gon' be a thot Niggas from the other side dissing my homies, I ain't tripping, just gon' kill him 'cause a opp gon' be a opp Fuck that Wawa shit, we don't social beef, we grab GlocksSpot News make reports when we speeding past blocks Bitch, it's nighttime, so we bringing out them red dotsGot a long nose nine and this bitch don't blow out snotFeel like Jordan vs. Utah, I'm deadly with that last shot Back to poking niggas, if I lose everything that I gotYou keep flicking up with them rolls, then we might have to enter yo' slotPut that barrel on yo' head, take yo' new chain and yo' watch I been T'd since I got that news my homie deadCaught yo' homie lacking- Just for satisfaction, we'll come take off a nigga head Hollows like a deadly virus, bodies drop when that shit spreadExplode in his flesh, make a mess, get ripped to shredsShow no mercy for the enemy, nobody getting sparedMan, you niggas bitches, why the fuck would I be scared?Thirty shots up in my bomb, my momma told me, ""Be prepared"" Heard the streets been talking, I know what they saidCapalot been gridin', shorty gon' get to that bread Ballin' like I'm Bryant, no, not Kobe, bitch, Lil' Ed See, you could stay on the sideline, I'ma run it up instead, ayy, uhI'ma run it up insteadSee, you could stay on the sideline, I'ma run it up instead, bitch"
canserbero,hip hop,10497916,Maquiavélico,De no ser por esas veces en que cometo la granBarbaridad de ponerme a pensarO por esas otras veces en que cometo la granEstupidez de no olvidarDe meditar mirando al techo al despertarDe imaginar cualquier cosaDe no ser por esas veces en que suelo respirarPodría jurar que no te recuerdo nadaY lo peor es que yo te conozco tantoQue podría recordarte quién eres por si lo olvidasY lo peor del caso es que de ti sé tantoQue podría dictar clases intensivas de tu vidaPor eso casi sé cuando me estás pensandoPor eso creo saber cuando de mí te olvidasY sé que como yo quisieras poder sólo parpadeandoEchar el tiempo atrás en nuestras vidasEl único detalle es que la ciencia no ha podidoCrear esas maquinitas del tiempoPor eso creo que nos resulte un poquitico bien jodí'oVolver a los días en que tu cuerpoEstaba convertido en río sobre el míoDejando escapar seguido esos orgasmitos lentosQue cabe acotar nacían al mismo tiempoHasta que un cigarrillo daba fecha de fallecimiento
